SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
2/20/19,158 Days,112 E Taylor,Wildwood,Single Family,184055,"$179,900 ","$164,000 "
2/20/19,56 Days,522 W Maple Avenue,West Wildwood,Single Family,185294,"$164,500 ","$150,000 "
2/15/19,163 Days,208 E 23rd,North Wildwood,Single Family,182953,"$549,971 ","$530,000 "
2/15/19,65 Days,324 W Poplar Avenue,Wildwood,Single Family,185279,"$152,000 ","$150,000 "
2/15/19,94 Days,301 W 1st Avenue,North Wildwood,Triplex,184961,"$315,000 ","$303,500 "
2/15/19,215 Days,212 E Davis Avenue,Wildwood,Townhouse,182950,"$377,777 ","$365,000 "
2/15/19,213 Days,241 E Cresse Avenue,Wildwood,Condo,182990,"$229,000 ","$210,000 "
2/15/19,142 Days,208 E 20th Street,North Wildwood,Condo,184200,"$284,000 ","$270,000 "
2/15/19,105 Days,402 E 15th Avenue,North Wildwood,Condo,184822,"$399,999 ","$390,000 "
2/15/19,77 Days,1007 Surf Avenue,North Wildwood,Condo,185206,"$404,900 ","$390,000 "
2/15/19,66 Days,215 E Spencer Avenue,Wildwood,Townhouse,185265,"$294,777 ","$280,000 "
2/15/19,64 Days,212 E 26th Avenue,Wildwood,Townhouse,185301,"$369,000 ","$355,000 "
2/14/19,239 Days,234 E Garfield Avenue,Wildwood,Condo,182614,"$229,000 ","$217,500 "
2/12/19,519 Days,4506 Atlantic Avenue,Wildwood,Duplex,178155,"$239,000 ","$230,000 "
2/11/19,135 Days,2804 PARK Boulevard,Wildwood,Single Family,184231,"$259,900 ","$245,000 "
2/11/19,122 Days,216 W 26th St.,Wildwood,Single Family,184487,"$135,000 ","$130,000 "
2/8/19,36 Days,6 Bay Avenue,West Wildwood,Single Family,185460,"$265,000 ","$262,500 "
2/8/19,389 Days,2207 Surf Avenue,North Wildwood,Townhouse,179854,"$164,900 ","$155,000 "
2/8/19,234 Days,101 W Spruce Unit # 312,North Wildwood,Condo,182537,"$524,000 ","$515,000 "
2/8/19,130 Days,2210 Surf Avenue,North Wildwood,Condo,184275,"$399,900 ","$385,000 "
2/7/19,156 Days,332 E Magnolia Avenue,Wildwood,Duplex,183779,"$239,000 ","$239,000 "
2/7/19,154 Days,5002 Ocean Avenue,Wildwood,Condo,183886,"$314,900 ","$300,000 "
2/6/19,96 Days,426 W Roberts Avenue,Wildwood,Triplex,184833,"$104,000 ","$100,000 "
2/5/19,4 Days,1010 New York Avenue,North Wildwood,Townhouse,185938,"$549,000 ","$515,525 "
2/4/19,62 Days,212 E 14 Avenue,North Wildwood,Single Family,185204,"$350,000 ","$350,000 "
2/4/19,111 Days,3110 Park Boulevard,Wildwood,Condo,184556,"$239,000 ","$223,000 "
2/1/19,131 Days,215 E Glenwood Avenue,Wildwood,Single Family,184158,"$430,000 ","$460,000 "
2/1/19,118 Days,247 E Burk Avenue,Wildwood,Condo,184375,"$324,999 ","$315,000 "
2/1/19,114 Days,303 E 26th Avenue,North Wildwood,Condo,184541,"$249,999 ","$250,000 "
2/1/19,57 Days,55 Anglesea Drive,North Wildwood,Townhouse,185234,"$279,000 ","$279,900 "
2/1/19,55 Days,175 W Schellenger Ave Avenue,Wildwood,Condo,185242,"$310,000 ","$305,000 "
1/31/19,112 Days,110 E Wildwood Avenue,Wildwood,Single Family,184499,"$219,900 ","$210,000 "
1/31/19,66 Days,310 Atlantic Avenue,North Wildwood,Residential Vacant Lot,185129,"$699,000 ","$699,000 "
1/31/19,340 Days,209 N New Jersey Avenue,North Wildwood,Other,180568,"$699,900 ","$600,000 "
1/31/19,84 Days,136 E Hildreth Avenue,Wildwood,Triplex,184900,"$284,777 ","$270,000 "
1/31/19,50 Days,910 New York Avenue,North Wildwood,Duplex,185274,"$389,900 ","$389,900 "
1/31/19,346 Days,417 E 25 Avenue,North Wildwood,Condo,180581,"$135,000 ","$131,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
1/31/19,162 Days,4108 Hudson Avenue,Wildwood,Condo,183589,"$229,900 ","$220,000 "
1/31/19,146 Days,408 W Hand Avenue,Wildwood,Condo,183906,"$239,900 ","$227,000 "
1/31/19,64 Days,407 E 22nd Avenue,North Wildwood,Condo,185136,"$509,000 ","$495,000 "
1/30/19,54 Days,432 W Roberts Avenue,Wildwood,Single Family,185224,"$57,240 ","$55,142 "
1/30/19,38 Days,229 W 26,North Wildwood,Single Family,185384,"$166,300 ","$190,100 "
1/29/19,246 Days,443 W Spicer Avenue,Wildwood,Single Family,182184,"$249,900 ","$245,000 "
1/28/19,116 Days,312 E 19th Avenue,North Wildwood,Duplex,184326,"$549,900 ","$528,250 "
1/28/19,322 Days,229 E Lincoln Avenue,Wildwood,Condo,180849,"$205,000 ","$202,500 "
1/28/19,291 Days,431 E 19TH AVE,North Wildwood,Condo,181393,"$87,000 ","$75,000 "
1/25/19,10 Days,653 W Maple Avenue,West Wildwood,Vacant Lot,185657,"$45,000 ","$40,000 "
1/25/19,214 Days,1000 Hoffman Canal,North Wildwood,Condo,182637,"$749,900 ","$749,900 "
1/25/19,200 Days,520 Anglesea Drive,North Wildwood,Townhouse,182936,"$354,900 ","$345,000 "
1/25/19,122 Days,101 W Spruce Avenue,North Wildwood,Condo,184175,"$559,000 ","$540,000 "
1/25/19,102 Days,209 E Roberts Avenue,Wildwood,Condo,184529,"$284,777 ","$267,500 "
1/25/19,60 Days,2510 Atlantic Avenue,North Wildwood,Condo,185161,"$72,500 ","$23,100 "
1/24/19,85 Days,320 E 25th Avenue,North Wildwood,Condo,184778,"$369,000 ","$355,000 "
1/22/19,245 Days,107 W Juniper Avenue,Wildwood,Single Family,182112,"$310,000 ","$285,000 "
1/18/19,301 Days,109 W Hildreth Avenue,Wildwood,Single Family,181031,"$347,500 ","$330,000 "
1/17/19,58 Days,501 Ocean Avenue,North Wildwood,Condo,185064,"$209,000 ","$200,000 "
1/15/19,179 Days,2711 W New York Avenue,Wildwood,Duplex,183086,"$425,000 ","$400,000 "
1/15/19,105 Days,442 E 21st,North Wildwood,Condo,184288,"$89,777 ","$85,000 "
1/14/19,140 Days,141 E Wildwood Avenue,Wildwood,Condo,183644,"$219,971 ","$209,000 "
1/11/19,491 Days,3003 Atlantic Avenue,Wildwood,Duplex,178091,"$229,000 ","$205,000 "
1/11/19,693 Days,3003 Atlantic Avenue,Wildwood,Condo,174705,"$129,000 ","$205,000 "
1/11/19,157 Days,116 W Youngs Avenue,Wildwood,Townhouse,183348,"$139,000 ","$134,000 "
1/9/19,55 Days,500 Kennedy Drive,North Wildwood,Condo,185002,"$250,000 ","$240,000 "
1/8/19,154 Days,108 E Rio Grande Avenue,Wildwood,Duplex,183434,"$130,000 ","$120,000 "
1/7/19,33 Days,604 W Burk Avenue,Wildwood,Condo,185209,"$249,900 ","$242,000 "
1/4/19,76 Days,121 E 1st Avenue,North Wildwood,Duplex,184762,"$499,000 ","$480,000 "
1/4/19,180 Days,208 E 25th Avenue,North Wildwood,Condo,182848,"$264,900 ","$250,000 "
1/4/19,94 Days,203 E Glenwood Ave Unit A,Wildwood,Condo,184282,"$229,000 ","$229,000 "
1/4/19,88 Days,2500 Atlantic Avenue,North Wildwood,Condo,184411,"$134,500 ","$129,000 "
1/4/19,87 Days,2510 Atlantic Avenue,North Wildwood,Condo,184419,"$139,500 ","$127,500 "
1/3/19,102 Days,103 E Poplar,Wildwood,Condo,184146,"$229,000 ","$219,000 "
12/31/18,151 Days,202 W Pine,North Wildwood,Townhouse,183284,"$629,900 ","$610,000 "
12/28/18,120 Days,1110 Atlantic Avenue,North Wildwood,Single Family,183723,"$379,900 ","$368,000 "
12/28/18,54 Days,109 E 11th Avenue,North Wildwood,Single Family,184882,"$339,900 ","$339,900 "
12/28/18,193 Days,307 E Leaming Avenue,Wildwood,Duplex,182578,"$279,000 ","$270,000 "
12/28/18,161 Days,100 E Poplar Avenue,Wildwood,Four-Plex,183084,"$425,000 ","$420,000 "
12/28/18,169 Days,217 E Pine Avenue,Wildwood,Condo,182989,"$299,900 ","$290,000 "
12/28/18,115 Days,300 Ocean Avenue,North Wildwood,Condo,183825,"$119,900 ","$113,000 "
12/28/18,84 Days,2311 Surf Avenue,North Wildwood,Townhouse,184356,"$564,000 ","$544,000 "
12/28/18,64 Days,405 Ocean Avenue,North Wildwood,Condo,184721,"$159,900 ","$153,000 "
12/28/18,63 Days,325 E 19th Avenue,North Wildwood,Condo,184824,"$359,900 ","$360,000 "
12/28/18,57 Days,2300 New Jersey Ave,North Wildwood,Condo,184971,"$349,990 ","$330,000 "
12/27/18,314 Days,309 E 6th Avenue,North Wildwood,Single Family,180452,"$649,900 ","$620,000 "
12/27/18,76 Days,308 E 11th Unit A Avenue,North Wildwood,Townhouse,184490,"$419,900 ","$420,000 "
12/26/18,55 Days,406 W Magnolia Avenue,Wildwood,Single Family,184842,"$149,900 ","$157,500 "
12/21/18,72 Days,619 W Glenwood Avenue,West Wildwood,Single Family,184502,"$89,900 ","$89,900 "
12/21/18,66 Days,117 E Oak Avenue,Wildwood,Single Family,184563,"$229,900 ","$225,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
12/21/18,206 Days,341 E 20th Avenue,North Wildwood,Townhouse,182181,"$469,000 ","$445,000 "
12/21/18,66 Days,117 E Oak Avenue,Wildwood,Townhouse,184577,"$229,900 ","$225,000 "
12/21/18,58 Days,504 E 17th Avenue,North Wildwood,Condo,184666,"$135,500 ","$122,500 "
12/19/18,233 Days,643 W Glenwood Avenue,West Wildwood,Single Family,181673,"$189,000 ","$177,500 "
12/19/18,44 Days,4303 Arctic Avenue,Wildwood,Single Family,184859,"$154,900 ","$154,900 "
12/19/18,36 Days,550 W glenwood Avenue,West Wildwood,Vacant Lot,185054,"$54,777 ","$53,000 "
12/19/18,275 Days,133 E Wildwood Avenue,Wildwood,Condo,180955,"$237,500 ","$232,500 "
12/17/18,31 Days,118 W Maple Avenue,Wildwood,Single Family,185024,"$50,000 ","$37,000 "
12/14/18,132 Days,431 W Taylor Avenue,Wildwood,Single Family,183321,"$310,500 ","$295,000 "
12/14/18,78 Days,3203 Park Boulevard,Wildwood,Twin,184277,"$184,900 ","$182,500 "
12/14/18,58 Days,4709 Park Boulevard,Wildwood,Single Family,184618,"$89,900 ","$80,000 "
12/14/18,117 Days,708 Surf Avenue,North Wildwood,Condo,183553,"$279,900 ","$263,000 "
12/14/18,100 Days,329 E 11th Avenue,North Wildwood,Townhouse,183835,"$474,900 ","$444,000 "
12/14/18,97 Days,324 E 17 Avenue,North Wildwood,Condo,183890,"$375,000 ","$362,500 "
12/14/18,88 Days,3010 Ocean Avenue,Wildwood,Condo,184041,"$164,900 ","$155,000 "
12/14/18,80 Days,1810 New York Ave Avenue,North Wildwood,Townhouse,184184,"$468,900 ","$450,000 "
12/14/18,77 Days,4901 Susquehanna Avenue,Wildwood,Condo,184368,"$249,900 ","$239,000 "
12/14/18,67 Days,711 Ocean Avenue,North Wildwood,Condo,184407,"$159,000 ","$150,000 "
12/14/18,31 Days,1205 Surf Avenue,North Wildwood,Condo,184988,"$119,900 ","$119,900 "
12/13/18,59 Days,302 E Marina Court,North Wildwood,Condo,184523,"$299,000 ","$290,000 "
12/12/18,288 Days,720 Allen Drive,North Wildwood,Single Family,180626,"$475,000 ","$460,000 "
12/12/18,79 Days,500 E 19 Avenue,North Wildwood,Four-Plex,184178,"$499,000 ","$475,000 "
12/7/18,323 Days,1603 Atlantic Avenue,North Wildwood,Condo,179906,"$295,900 ","$260,000 "
12/7/18,80 Days,506 E 19TH Avenue,North Wildwood,Condo,184034,"$384,900 ","$380,000 "
12/7/18,64 Days,453A W Spicer Avenue,Wildwood,Condo,184337,"$299,900 ","$282,999 "
12/7/18,56 Days,110 E 21st Avenue,North Wildwood,Condo,184485,"$309,900 ","$300,000 "
12/6/18,54 Days,221 E Glenwood Avenue,Wildwood,Condo,184494,"$274,900 ","$265,000 "
12/6/18,51 Days,805 Ohio,North Wildwood,Condo,184533,"$275,000 ","$285,001 "
12/5/18,264 Days,216 W 22nd Avenue,North Wildwood,Single Family,180951,"$299,900 ","$300,000 "
12/5/18,68 Days,115 E Walnut Avenue,North Wildwood,Single Family,184869,"$299,900 ","$216,000 "
12/5/18,243 Days,510 E 11th Avenue Unit F,North Wildwood,Condo,181252,"$479,900 ","$445,000 "
12/3/18,404 Days,400 W 19TH Avenue,North Wildwood,Condo,178941,"$249,900 ","$235,900 "
11/30/18,646 Days,328 W Roberts Avenue,Wildwood,Single Family,174413,"$156,900 ","$150,000 "
11/30/18,239 Days,424 W Baker Avenue,Wildwood,Single Family,181240,"$116,000 ","$101,000 "
11/30/18,144 Days,2610 Lake Avenue,Wildwood,Single Family,182821,"$340,000 ","$297,000 "
11/30/18,379 Days,733 W Poplar,West Wildwood,Vacant Lot,179280,"$250,000 ","$245,000 "
11/30/18,142 Days,670 W 26th Street,West Wildwood,Vacant Lot,182911,"$129,000 ","$120,000 "
11/30/18,403 Days,225 E Wildwood Avenue,Wildwood,Condo,178915,"$67,000 ","$60,000 "
11/30/18,352 Days,316 E Juniper Avenue,Wildwood,Townhouse,178944,"$310,000 ","$310,000 "
11/30/18,394 Days,417 E 20 Street,North Wildwood,Condo,179056,"$185,000 ","$178,000 "
11/30/18,215 Days,400 W 19th Street,North Wildwood,Condo,181657,"$259,000 ","$245,000 "
11/30/18,206 Days,310 E Hand Avenue,Wildwood,Condo,181811,"$149,000 ","$135,000 "
11/30/18,86 Days,132 W Pine Avenue,North Wildwood,Condo,183830,"$539,900 ","$520,000 "
11/30/18,69 Days,200 E Marina Court,North Wildwood,Condo,184154,"$194,777 ","$190,000 "
11/30/18,56 Days,200 E Marina Court,North Wildwood,Condo,184344,"$196,900 ","$188,500 "
11/28/18,49 Days,425 W Taylor Avenue,Wildwood,Single Family,184445,"$169,000 ","$169,000 "
11/28/18,40 Days,328 E 8th Avenue,North Wildwood,Single Family,184585,"$350,000 ","$345,000 "
11/28/18,135 Days,1900 Boardwalk,North Wildwood,Condo,183053,"$389,000 ","$370,000 "
11/26/18,52 Days,221 W 26th Avenue,North Wildwood,Condo,184336,"$135,300 ","$141,750 "
11/25/18,216 Days,5201 Ocean Avenue,Wildwood,Condo,181536,"$349,000 ","$338,500 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
11/23/18,84 Days,426 W Burk Avenue,Wildwood,Single Family,183732,"$395,000 ","$393,000 "
11/23/18,178 Days,3405 Park Boulevard,Wildwood,Condo,182298,"$289,900 ","$289,900 "
11/23/18,89 Days,308 W Garfield Avenue,Wildwood,Condo,183642,"$274,900 ","$260,000 "
11/21/18,19 Days,4 F Avenue,West Wildwood,Single Family,184808,"$109,900 ","$103,000 "
11/21/18,427 Days,418 W Spruce Avenue,North Wildwood,Townhouse,178340,"$1,200,000 ","$1,075,000 "
11/21/18,345 Days,215 Anglesea Drive,North Wildwood,Townhouse,179456,"$499,900 ","$490,000 "
11/21/18,85 Days,135 E Spencer Avenue,Wildwood,Condo,183698,"$269,900 ","$257,000 "
11/20/18,326 Days,155 E Garfield Avenue,Wildwood,Four-Plex,179405,"$209,900 ","$185,000 "
11/20/18,82 Days,212 E 19th Avenue,North Wildwood,Condo,183719,"$189,900 ","$195,100 "
11/16/18,60 Days,304 E 21st Avenue,North Wildwood,Single Family,184017,"$750,000 ","$720,000 "
11/16/18,48 Days,400 W 16th Avenue,North Wildwood,Single Family,184242,"$389,000 ","$360,000 "
11/16/18,115 Days,320 W Wildwood Avenue,Wildwood,Triplex,183098,"$249,000 ","$215,000 "
11/16/18,74 Days,102 E Poplar Avenue,Wildwood,Other,183832,"$225,000 ","$200,000 "
11/16/18,154 Days,500 Kennedy Drive,North Wildwood,Condo,182486,"$249,900 ","$247,000 "
11/16/18,104 Days,435 W Montgomery Avenue,Wildwood,Condo,183345,"$249,900 ","$243,000 "
11/16/18,100 Days,506 E 12th Avenue,North Wildwood,Condo,183387,"$149,900 ","$145,000 "
11/16/18,82 Days,327 E Pine Avenue,Wildwood,Condo,183649,"$295,000 ","$300,000 "
11/16/18,77 Days,411 E 4Th Ave,North Wildwood,Condo,183740,"$419,900 ","$410,000 "
11/16/18,76 Days,3010 Ocean Avenue,Wildwood,Condo,183762,"$154,900 ","$148,000 "
11/16/18,73 Days,2002 Surf Avenue,North Wildwood,Condo,183783,"$399,500 ","$390,000 "
11/16/18,63 Days,212 E Maple Avenue,Wildwood,Condo,184000,"$289,777 ","$290,000 "
11/16/18,53 Days,225 E Davis Avenue,Wildwood,Condo,184191,"$259,900 ","$229,000 "
11/16/18,51 Days,5001 New Jersey Avenue,Wildwood,Condo,184204,"$89,777 ","$88,500 "
11/16/18,46 Days,1400 Surf Avenue,North Wildwood,Condo,184259,"$225,000 ","$220,000 "
11/15/18,136 Days,212 W Juniper Avenue,Wildwood,Single Family,182745,"$159,900 ","$153,000 "
11/15/18,213 Days,522 W Magnolia Avenue,West Wildwood,Residential Vacant Lot,181408,"$89,000 ","$89,000 "
11/15/18,76 Days,1810 New Jersey Avenue,North Wildwood,Condo,183730,"$389,900 ","$382,500 "
11/15/18,65 Days,313 E Bennett Avenue,Wildwood,Condo,183965,"$319,000 ","$315,000 "
11/14/18,233 Days,117 W 5th Avenue,North Wildwood,Duplex,181045,"$499,000 ","$500,000 "
11/14/18,57 Days,208 E 25th Avenue,North Wildwood,Condo,184084,"$184,900 ","$179,900 "
11/13/18,194 Days,305 E Bennett Avenue,Wildwood,Condo,181729,"$350,000 ","$327,000 "
11/13/18,70 Days,406 E 16th Avenue,North Wildwood,Condo,183858,"$324,900 ","$324,900 "
11/12/18,42 Days,"405 Ocean, Unit 307 Avenue",North Wildwood,Condo,184251,"$150,000 ","$140,000 "
11/9/18,181 Days,736 Allen Drive,North Wildwood,Single Family,181950,"$429,971 ","$422,000 "
11/9/18,96 Days,531 W Pine Avenue,North Wildwood,Single Family,183384,"$424,900 ","$390,000 "
11/9/18,83 Days,312 W Glenwood,Wildwood,Single Family,183537,"$169,900 ","$158,500 "
11/9/18,179 Days,4305 Pacific Avenue,Wildwood,Commercial/Industrial,181983,"$174,900 ","$125,000 "
11/9/18,226 Days,324 E Maple Avenue,Wildwood,Duplex,181099,"$245,000 ","$226,500 "
11/9/18,183 Days,138 E Hand Avenue,Wildwood,Triplex,181891,"$234,900 ","$219,900 "
11/9/18,287 Days,429 E 25th Avenue,North Wildwood,Condo,180072,"$359,900 ","$350,000 "
11/9/18,215 Days,206 E 25th Avenue,North Wildwood,Condo,181273,"$232,777 ","$228,000 "
11/8/18,52 Days,4502 Atlantic Avenue,Wildwood,Single Family,184026,"$173,000 ","$160,000 "
11/5/18,76 Days,120 E Pine Avenue,Wildwood,Condo,183576,"$235,000 ","$235,000 "
11/5/18,75 Days,5201 OCEAN Avenue,Wildwood,Condo,183604,"$239,900 ","$239,900 "
11/2/18,45 Days,613 W Maple Avenue,West Wildwood,Single Family,184112,"$195,600 ","$197,000 "
11/2/18,56 Days,200 E 16th Avenue,North Wildwood,Triplex,183859,"$524,499 ","$497,500 "
11/2/18,364 Days,116 E Hand Avenue,Wildwood,Townhouse,179094,"$259,900 ","$250,000 "
11/2/18,258 Days,132 W Roberts Avenue,Wildwood,Condo,180432,"$102,000 ","$102,000 "
11/2/18,234 Days,137 E Wildwood Avenue,Wildwood,Condo,180837,"$224,900 ","$220,000 "
11/2/18,108 Days,4701 Park Boulevard,Wildwood,Condo,183002,"$195,000 ","$185,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
11/2/18,71 Days,321 E Poplar Avenue,Wildwood,Condo,183633,"$289,777 ","$278,000 "
11/1/18,215 Days,111 E 2nd Street,North Wildwood,Single Family,181146,"$399,999 ","$385,000 "
11/1/18,198 Days,711 Ocean Avenue,North Wildwood,Condo,181471,"$152,000 ","$145,000 "
10/31/18,52 Days,221 E 10th Avenue,North Wildwood,Single Family,183943,"$595,000 ","$595,000 "
10/31/18,15 Days,116 E 26th Avenue,Wildwood,Duplex,184602,"$119,900 ","$110,000 "
10/31/18,394 Days,3102 Ocean Avenue,Wildwood,Condo,178598,"$249,900 ","$249,900 "
10/31/18,88 Days,905 Surf Avenue,North Wildwood,Townhouse,183315,"$489,000 ","$465,000 "
10/29/18,150 Days,404 E 23 Avenue,North Wildwood,Townhouse,182288,"$499,900 ","$499,000 "
10/28/18,264 Days,1605 Atlantic Avenue,North Wildwood,Single Family,180244,"$389,900 ","$380,000 "
10/26/18,133 Days,523 W Pine Avenue,West Wildwood,Single Family,182479,"$334,000 ","$320,000 "
10/26/18,126 Days,4908 Ocean Avenue,Wildwood,Single Family,182636,"$479,900 ","$415,000 "
10/26/18,41 Days,208 E Leaming Avenue,Wildwood,Twin,184118,"$299,900 ","$310,000 "
10/26/18,34 Days,212 W 20th Avenue,North Wildwood,Single Family,184208,"$199,900 ","$190,000 "
10/26/18,676 Days,724 W Pine Avenue,West Wildwood,Residential Vacant Lot,173767,"$94,999 ","$65,000 "
10/26/18,128 Days,212-214 E Rio Grande Boulevard,Wildwood,Vacant Lot,182571,"$89,900 ","$70,000 "
10/26/18,67 Days,904 New York Avenue,North Wildwood,Triplex,183561,"$359,900 ","$337,000 "
10/26/18,52 Days,408 E 26th Street,Wildwood,Duplex,183889,"$194,900 ","$183,000 "
10/26/18,296 Days,4901 Susquehanna Ave,Wildwood,Condo,179703,"$244,900 ","$230,000 "
10/26/18,149 Days,405 E 24th Avenue,North Wildwood,Townhouse,182197,"$569,000 ","$555,000 "
10/26/18,104 Days,114 E Leaming Avenue,Wildwood,Townhouse,182959,"$210,000 ","$205,000 "
10/26/18,80 Days,116 W Youngs Avenue,Wildwood,Townhouse,183349,"$149,000 ","$142,000 "
10/26/18,57 Days,317 E 25th Avenue,North Wildwood,Condo,183709,"$365,000 ","$355,000 "
10/26/18,60 Days,118 A Allen Drive,North Wildwood,Condo,183721,"$110,000 ","$95,000 "
10/26/18,53 Days,207 E Andrews Avenue,Wildwood,Condo,183797,"$229,900 ","$220,000 "
10/26/18,51 Days,123 W Schellenger Avenue,Wildwood,Townhouse,183891,"$297,500 ","$285,000 "
10/19/18,86 Days,413 W Garfield Avenue,Wildwood,Single Family,183115,"$489,900 ","$470,000 "
10/19/18,135 Days,326 E 11th Ave,North Wildwood,Vacant Lot,182346,"$319,000 ","$297,611 "
10/19/18,533 Days,1200 Kennedy Drive,North Wildwood,Condo,176121,"$110,000 ","$90,000 "
10/19/18,429 Days,405 W Pine Avenue,Wildwood,Condo,177715,"$139,900 ","$137,000 "
10/19/18,227 Days,706 Ocean Avenue,North Wildwood,Condo,180821,"$379,900 ","$355,000 "
10/19/18,166 Days,"500 Kennedy Drive, Unit 706 Penthouse",North Wildwood,Condo,181785,"$359,900 ","$350,000 "
10/19/18,139 Days,301 E Bennett Avenue,Wildwood,Condo,182278,"$349,900 ","$345,000 "
10/19/18,100 Days,318 E 18th Avenue,North Wildwood,Condo,182887,"$399,000 ","$380,000 "
10/19/18,102 Days,500 E 13th Avenue,North Wildwood,Condo,182918,"$162,500 ","$157,000 "
10/18/18,86 Days,4101 Ocean Avenue,Wildwood,Townhouse,183116,"$239,900 ","$225,000 "
10/17/18,138 Days,245-247 E Leaming,Wildwood,Townhouse,182244,"$385,000 ","$377,500 "
10/16/18,32 Days,233 E Montgomery Avenue,Wildwood,Single Family,183989,"$200,000 ","$200,000 "
10/15/18,51 Days,315 W Chestnut Avenue,North Wildwood,Single Family,183623,"$549,900 ","$510,000 "
10/15/18,153 Days,215 E Burk Avenue,Wildwood,Apartment,182033,"$425,000 ","$415,000 "
10/15/18,333 Days,451 E 24th Avenue,North Wildwood,Townhouse,179239,"$629,900 ","$629,900 "
10/12/18,53 Days,223 W 14th Avenue,North Wildwood,Single Family,183565,"$324,900 ","$317,500 "
10/12/18,49 Days,2401 New York Avenue,North Wildwood,Duplex,183612,"$329,971 ","$323,471 "
10/12/18,235 Days,"328 E 25th Avenue, Unit E",North Wildwood,Condo,180521,"$319,000 ","$310,000 "
10/12/18,152 Days,11 N New York Avenue Unit 102,North Wildwood,Condo,181973,"$449,900 ","$435,000 "
10/12/18,137 Days,134 E 12th Avenue,North Wildwood,Condo,182170,"$394,900 ","$370,000 "
10/12/18,128 Days,353 E 24 Avenue,North Wildwood,Townhouse,182330,"$499,900 ","$475,000 "
10/12/18,127 Days,400 E Marina Court,North Wildwood,Condo,182377,"$529,000 ","$509,000 "
10/11/18,75 Days,607 Central Avenue,North Wildwood,Single Family,182555,"$899,900 ","$880,000 "
10/11/18,227 Days,4205 Seaboard Circle,North Wildwood,Condo,180623,"$412,000 ","$403,500 "
10/10/18,82 Days,121 Cresse Avenue,Wildwood,Triplex,183068,"$149,900 ","$160,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
10/10/18,873 Days,510 E 14th Avenue,North Wildwood,Condo,170390,"$159,900 ","$155,000 "
10/10/18,147 Days,131 W Schellenger Avenue,Wildwood,Condo,182012,"$264,900 ","$259,000 "
10/9/18,117 Days,416 W Oak Avenue,North Wildwood,Single Family,182474,"$695,000 ","$643,000 "
10/7/18,57 Days,15 Bay Avenue,West Wildwood,Condo,183448,"$179,971 ","$179,971 "
10/5/18,258 Days,1404 New York Avenue,North Wildwood,Single Family,181692,"$299,900 ","$285,000 "
10/5/18,88 Days,419 W Pine Avenue,Wildwood,Single Family,182831,"$234,900 ","$224,000 "
10/5/18,511 Days,329 E 25th Avenue,North Wildwood,Condo,176237,"$479,900 ","$465,000 "
10/5/18,85 Days,504 E 13th,North Wildwood,Condo,182960,"$449,900 ","$412,500 "
10/5/18,81 Days,131 E Baker Avenue,Wildwood,Condo,182974,"$215,000 ","$205,000 "
10/4/18,120 Days,113 E Walnut,North Wildwood,Single Family,182334,"$230,000 ","$220,000 "
10/3/18,60 Days,431 E 19th Avenue,North Wildwood,Condo,183330,"$109,999 ","$100,500 "
10/2/18,45 Days,447 W Pine Avenue,Wildwood,Single Family,183556,"$529,900 ","$519,000 "
10/1/18,993 Days,326 E 1st Avenue,North Wildwood,Single Family,167930,"$899,900 ","$875,000 "
10/1/18,78 Days,416 E 8th Avenue,North Wildwood,Duplex,183004,"$479,900 ","$416,000 "
10/1/18,294 Days,514 E 16th Avenue,North Wildwood,Condo,179533,"$439,900 ","$419,000 "
10/1/18,63 Days,228B Allen Drive,North Wildwood,Condo,183225,"$114,900 ","$108,000 "
9/28/18,135 Days,504 W Oak Avenue,North Wildwood,Single Family,182014,"$325,500 ","$310,000 "
9/28/18,104 Days,312 E Leaming Avenue,Wildwood,Duplex,182508,"$325,000 ","$317,500 "
9/28/18,81 Days,442 W Pine Avenue,Wildwood,Duplex,182840,"$219,900 ","$210,000 "
9/28/18,285 Days,520 W Anglesea Drive,North Wildwood,Townhouse,179589,"$579,000 ","$530,000 "
9/28/18,162 Days,810 Ohio Avenue,North Wildwood,Townhouse,181482,"$292,900 ","$285,000 "
9/28/18,138 Days,400 Marina Drive,North Wildwood,Townhouse,181942,"$459,000 ","$450,000 "
9/28/18,89 Days,168 W Oak Avenue,Wildwood,Townhouse,182731,"$299,900 ","$280,000 "
9/28/18,84 Days,5319 Ocean Road,Wildwood,Townhouse,182808,"$729,000 ","$700,000 "
9/28/18,81 Days,201 E Roberts Ave,Wildwood,Condo,182836,"$210,000 ","$210,000 "
9/28/18,61 Days,417-425 E 22nd Street,North Wildwood,Condo,183213,"$149,900 ","$147,000 "
